Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Dr. Md. Shamsuddoha Khan Joseph,"MBBS,BCS (Health),FCPS (Surgery),FMAS (India)","Colorectal & Laparoscopic Surgeon
General Surgeon",22,Kingston Hospital Ltd., Dhaka-1216,"Appendix Removal,Bariatric Surgery,Colonoscopy,Colorectal Surgery,Cyst & Lipoma Removal,Endosurgery,Fistula Surgery,Gallbladder Removal,Hipato Biliary Surgery,Laparoscopic Surgery,Liver biopsy,Liver resection,Lymph Node Biopsy,Minor Surgery,Perianal Abscess Drainage,Robotic Surgery,Skin Lesion Excision & Biopsy,Laparoscopic Hernial Repair"
Dr. Lt Col Md Abdul Ghani (Retd),"MBBS,MD (USSR),ACGS (USSR),FCPS (FEAC)","General Surgeon
Laparoscopic Surgeon",27,Kingston Hospital Ltd., Dhaka-1216,"Appendix Removal,Bariatric Surgery,Colonoscopy,Colorectal Surgery,Endosurgery,Fistula Surgery,Gallbladder Removal,Hipato Biliary Surgery,Kidney Biopsies,Laparoscopic Hernial Repair,Laparoscopic Surgery,Liver Biopsy,Liver resection,Lymph Node Biopsy,Minor Surgery,Robotic Surgery,Skin Lesion Excision & Biopsy,Tubal ligation and reversal"
Assoc. Prof. Dr. Abu Syed Mollah,"MBBS,FCPS,MRCS (UK)","General Surgeon
Colorectal & Laparoscopic Surgeon",23,Kingston Hospital Ltd., Dhaka-1216,"Appendix Removal,Colon Resection,Colonoscopy,Cyst & Lipoma Removal,Endosurgery,Fistula Surgery,Gallbladder Removal,Laparoscopic Surgery,Limb Amputation,Liver Biopsy,Lymph Node Biopsy,Minor Surgery,Pancreas Removal,Perianal Abscess Drainage,Robotic Surgery,Skin Lesion Excision & Biopsy,Spleen Removal,Whipple Procedure,Rectal Prolapse Repair"
Dr. Lt Col ABM Shawkat Hayat,"MBBS,FCPS,MCPS",Ophthalmologist,26,Kingston Hospital Ltd., Dhaka-1216,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Farzana Parveen,"MBBS,MS (Colorectal Surgery),BCS (Health)",Colorectal & Laparoscopic Surgeon,26,Kingston Hospital Ltd., Dhaka-1216,"Abdominoperineal resection,Bariatric Surgery,Bowel Resection Surgery,Colorectal Surgery,Ectopic pregnancy removal,Hernia repair surgery,Hipato Biliary Surgery,Kidney Biopsies,Laparoscopic Hernial Repair,Liver resection,Prostrate Removal,Testicle Correction Surgery,Tubal ligation and reversal,Esophageal anti-reflux surgery"
Dr. Md. Farhad Bin Siddique,"MBBS (Dhaka),MS (Ophthalmology),BCS (Health)",Ophthalmologist,22,Kingston Hospital Ltd., Dhaka-1216,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Md. Saiful Islam,"MBBS,DO (BSMMU),FCPS (P-II)",Ophthalmologist,19,Kingston Hospital Ltd., Dhaka-1216,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Color Vision Deficiency"
Dr. Tariqul Ahasan,"MBBS,DO,CCD",Ophthalmologist,15,Kingston Hospital Ltd., Dhaka-1216,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Color Vision Deficiency"
Dr. S. M. Abul Hasan,"MBBS (Dhaka),DO (DU),MS (Eye)",Ophthalmologist,18,Kingston Hospital Ltd., Dhaka-1216,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Color Vision Deficiency"
Asst. Prof. Dr. Gazi Manzurul Islam,"MBBS,DLO (BSMMU)",Otolaryngologists (ENT),21,Kingston Hospital Ltd., Dhaka-1216,"Adenoiditis,Allergies,Cholesteatoma,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngeal Papillomatosis,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Zenker's Diverticulum,Nasal Polyps"
Prof. Dr. Mesbah Uddin Ahmed,"MBBS,MS (ENT)",Otolaryngologists (ENT),28,Kingston Hospital Ltd., Dhaka-1216,"Adenoiditis,Allergies,Cholesteatoma,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngeal Papillomatosis,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Zenker's Diverticulum"
Dr. Md. Jahangir Alam Shohan,"MBBS,DEM,MD (Endocrinology) BIRDEM",Diabetologist,22,Kingston Hospital Ltd., Dhaka-1216,"Alcoholic Fatty Liver Disease,Depression and Anxiety in Diabetes,Diabetes Management,Diabetes Type 2,Gestational diabetes,High Cholesterol (Dyslipidemia),Metabolic disease,Non-Alcoholic Fatty Liver Disease (NAFLD),Obesity,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorders in Diabetes,Type 1 Diabetes Treatment,Pancreatitis"
Dr. S. M. Faisal Bari,"MBBS,CCD (BIRDEM),DLO (ENT),BSMMU (Ex-PG Hospital)",Otolaryngologists (ENT),19,Kingston Hospital Ltd., Dhaka-1216,"Adenoiditis,Allergies,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Cholesteatoma"
Dr. Raihana Islam,"MBBS,DDV,MCPS,FCPS (Final Part)",Dermatologist,19,Kingston Hospital Ltd., Dhaka-1216,"Acne Problems,Alopecia Areata,Atopic Dermatitis Treatment,Dermatitis Treatment,eczema,Herpes Simplex (Cold Sores),Herpes zoster (shingles),Impetigo,Psoriasis Treatment,Rosacea,Skin Allergies,treatment for ringworm,Vitiligo,WARTS,Cellulitis"
Dr. Md. Apel Lt. Col. Mohammad Tofazzal Hossain,"BDS,FCPS (Oral & Maxillofacial Surgery),Diploma in Oral & Maxillofacial Surgery,MCPS (Dental Surgery)",Maxillofacial and Dental Surgeon,16,Kingston Hospital Ltd., Dhaka-1216,"Cavities (Tooth Decay),Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Treat Oral Diseases,Orthodontics"
Asst. Prof. Dr. Md. Apel Mamood,"BDS,BCS,FCPS (OMS)",Maxillofacial and Dental Surgeon,19,Kingston Hospital Ltd., Dhaka-1216,"Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Treat Oral Diseases,Orthodontics"
Dr. Farjana Nasrin,"BDS (Shaheed Suhrawardy Medical College),PGT (Conservative Dentistry)",Maxillofacial and Dental Surgeon,12,Kingston Hospital Ltd., Dhaka-1216,"Cavities (Tooth Decay),Dental Caries,Dental Implants,Dental implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Treat Oral Diseases,Orthodontics"
Dr. Major Bijoy Kumar Das,"MBBS,DCH,FCPS (Pediatrics)",Pediatrician,26,Kingston Hospital Ltd., Dhaka-1216,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Farhana Yasmin,"MBBS (CMCH),FCPS (Pediatrics)",Pediatrician,10,Kingston Hospital Ltd., Dhaka-1216,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Major Zinia Binte Ali,"MBBS,FCPS (Paediatrics)",Pediatrician & Neonatologist,17,Kingston Hospital Ltd., Dhaka-1216,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Major Zinia Binte Ali,"MBBS,FCPS (Paediatrics)",Pediatrician & Neonatologist,17,Kingston Hospital Ltd., Dhaka-1216,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Assoc. Prof. Dr. Farhana Noman,"MBBS,DCH,BCS (Health)",Pediatrician,25,Kingston Hospital Ltd., Dhaka-1216,"Allergy Testing,Asthma Allergy,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Mohammad Mostafizur Rahman,"MBBS,BCS (Health),DCH (BSMMU)",Pediatrician,18,Kingston Hospital Ltd., Dhaka-1216,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Asst. Prof. Dr. Md. Hasanuzzaman,"MBBS,BCS (Health),MS (Child Surgery),FACS (America)",Pediatric Surgeon,22,Kingston Hospital Ltd., Dhaka-1216,"Achalasia,Adnexal Tumors,Adrenal Cancer,Anorectal Malformations,Appendicitis,Benign Adrenal Tumors,Bowel obstruction,Colon polyps,Congenital diaphragmatic hernia,Esophageal atresia,Hirschsprung's disease,Pediatric Gastrointestinal Bleeding,Pediatric Oncological Surgery,Pyloric stenosis,Vascular Anomalies in Children"
Dr. Md. Rezaul Karim Mojumder,"MBBS,BCS (Health),MS (Paediatric Surgery)",Pediatric Surgeon,19,Kingston Hospital Ltd., Dhaka-1216,"Achalasia,Adnexal Tumors,Adrenal Cancer,Anorectal Malformations,Appendicitis,Benign Adrenal Tumors,Bowel obstruction,Colon polyps,Congenital diaphragmatic hernia,Esophageal atresia,Hirschsprung's disease,Pediatric Gastrointestinal Bleeding,Pediatric Oncological Surgery,Pyloric stenosis,Vascular Anomalies in Children"
Asst. Prof. Dr. Taskina Mosleh,"MBBS,FCPS (Paediatrics)",Pediatrician,23,Kingston Hospital Ltd., Dhaka-1216,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Assoc. Prof. Dr. Mujammel Haque Jewel,"MBBS,MD (Paediatrics)",Pediatrician & Neonatologist,N/A,"House: 51-54, Road: 01 & 02, Block: D, Shahidbag, mirpur-12, Dhaka-1216, Bangladesh",N/A,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Trauma & Injuries,Health Checkup (Pediatric),Infant & Child nutrition,Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Dr. Nevis Wadia,"MBBS,FCPS (Pediatrics)",Pediatrician,N/A,"House: 51-54, Road: 01 & 02, Block: D, Shahidbag, mirpur-12, Dhaka-1216, Bangladesh",N/A,"Allergy Testing,Asthma,Auto-immune Diseases in Children,Child Nutrition,Child Trauma & Injuries,Health Checkup (Pediatric),Infectious Diseases,Malnutrition,New Born Care,Pediatric Emergencies,Pediatric Intensive Care Unit (PICU),Pneumonia Treatment,Vaccination/ Immunization,Viral Fever Treatment,Growth & Development"
Prof. Dr. Maj Gen Syed Asif Iqbal,"MBBS (Dhaka),FCPS (Medicine),D-Card (Germany),FACC (USA),FRCP (Glasgow),MACP (USA)",Cardiologist,28,Kingston Hospital Ltd., Dhaka-1216,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Blood Pressure,High Cholesterol,General Cardiac Check-up"
Dr. Md. Noor-E-Khuda,"MBBS,BCS (Health),CCD (BIRDEM),MD (Cardiology)",Cardiologist,17,Kingston Hospital Ltd., Dhaka-1216,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Cholesterol,Hypertension (High Blood Pressure),General Cardiac Check-up"
